Index,Sigma,Freq,Ratio_SF,True_Thickness,Pred_Thickness,Error_Abs,Ratio_Category,Thick_Category
39,0.06,19.0,0.0031578946660914525,16.0000000751217,16.158833,0.15883247492712727,低比值 (容性主导),中等环流
40,0.02,1.4000002,0.014285711766641614,18.000000159609748,17.852179,0.1478215860013492,高比值 (阻性主导),厚环流
41,0.02,16.199999,0.001234567960776636,21.999999918056112,22.667053,0.6670533046001381,低比值 (容性主导),厚环流
42,0.12,16.4,0.0073170731769338915,10.000000026922422,9.821141,0.1788587839414646,中比值 (过渡区),中等环流
43,-4.583865e-10,6.7999997,-6.740978156564928e-11,16.0000000751217,16.18863,0.18862907526892414,低比值 (容性主导),中等环流
44,0.08,12.6,0.006349206014562029,6.00000006321119,5.8976383,0.1023617422883385,中比值 (过渡区),薄环流
45,0.02,8.6,0.0023255812399419467,20.00000003883293,20.186436,0.18643566062996086,低比值 (容性主导),厚环流
46,-4.583865e-10,20.0,-2.2919324770240618e-11,23.999999797279294,23.914158,0.08584192984765338,低比值 (容性主导),厚环流
47,0.04,6.6,0.006060606011796084,12.000000008778036,11.866276,0.13372422142452045,中比值 (过渡区),中等环流
48,0.02,13.6,0.0014705881610668906,13.99999999063365,13.871868,0.12813185708872865,低比值 (容性主导),中等环流
49,0.08,3.8,0.021052631367019924,23.999999797279294,23.296675,0.7033250688857393,高比值 (阻性主导),厚环流
50,0.04,8.4,0.004761904871153687,6.00000006321119,5.738051,0.26194912555860217,中比值 (过渡区),薄环流
51,0.04,5.7999997,0.006896551908991915,6.00000006321119,5.9857655,0.014234606057869748,中比值 (过渡区),薄环流
52,0.1,5.7999997,0.01724138041477125,18.000000159609748,17.807533,0.1924668954495914,高比值 (阻性主导),厚环流
53,-4.583865e-10,13.2,-3.472625015276606e-11,20.00000003883293,20.265871,0.26587100914070305,低比值 (容性主导),厚环流
54,0.12,6.4,0.01874999929857839,10.000000026922422,10.399034,0.3990335195253323,高比值 (阻性主导),中等环流
55,0.1,13.2,0.007575757797537991,4.000000183988009,4.061348,0.06134777743777242,中比值 (过渡区),薄环流
56,0.1,0.6000001,0.16666664569283463,13.99999999063365,13.925095,0.07490538614146303,高比值 (阻性主导),中等环流
57,0.08,17.6,0.004545454345077385,13.99999999063365,13.812855,0.1871452237879474,中比值 (过渡区),中等环流
58,0.02,16.800001,0.0011904760827013648,4.000000183988009,3.8181763,0.18182391445675883,低比值 (容性主导),薄环流
59,-4.583865e-10,3.6000001,-1.2732957696826666e-10,2.0000003047648285,1.9819137,0.018086618966183465,低比值 (容性主导),薄环流
60,0.12,10.2,0.011764705838231944,13.99999999063365,14.053357,0.053357133694962755,高比值 (阻性主导),中等环流
61,0.08,1.9999996,0.04000000623848881,6.00000006321119,6.148706,0.1487058961088783,高比值 (阻性主导),薄环流
62,0.04,8.6,0.004651162479883893,21.999999918056112,22.459023,0.45902260391654437,中比值 (过渡区),厚环流
63,-4.583865e-10,12.4,-3.696665399132455e-11,10.000000026922422,9.845612,0.15438845465679663,低比值 (容性主导),中等环流
64,0.12,9.2,0.013043478238325384,7.999999942434371,7.8379617,0.16203826869779903,高比值 (阻性主导),薄环流
65,0.06,12.2,0.004918032753444079,12.000000008778036,11.841863,0.15813733025020404,中比值 (过渡区),中等环流
