Index,Sigma,Freq,Ratio_SF,True_Thickness,Pred_Thickness,Error_Abs,Ratio_Category,Thick_Category
21,0.08,12.8,0.006249999766681079,4.000000183988009,4.208371,0.20837097842654195,中比值 (过渡区),薄环流
22,-4.583865e-10,13.4,-3.4207948391255256e-11,16.0000000751217,16.113626,0.1136264049808382,低比值 (容性主导),中等环流
23,0.04,19.6,0.0020408162410908114,10.000000026922422,9.92675,0.07324984381695288,低比值 (容性主导),中等环流
24,0.06,12.4,0.004838709717732101,4.000000183988009,4.1573324,0.15733223636111227,中比值 (过渡区),薄环流
25,-4.583865e-10,4.4,-1.041787466791576e-10,6.00000006321119,6.205056,0.2050561272795326,低比值 (容性主导),薄环流
26,0.12,14.0,0.008571428379229968,6.00000006321119,6.037967,0.03796714183641736,中比值 (过渡区),薄环流
27,0.04,14.8,0.00270270260727892,2.0000003047648285,2.173071,0.17307060282794495,低比值 (容性主导),薄环流
28,0.04,7.0,0.005714285585745149,23.999999797279294,23.430098,0.5699022173232393,中比值 (过渡区),厚环流
29,0.06,12.0,0.004999999887824624,20.00000003883293,19.916996,0.08300403663566414,中比值 (过渡区),厚环流
30,0.02,17.4,0.0011494252867980856,7.999999942434371,7.9976435,0.0023564716702111355,低比值 (容性主导),薄环流
31,0.08,19.8,0.004040404105575957,18.000000159609748,18.122843,0.12284262908654142,中比值 (过渡区),厚环流
32,0.1,16.6,0.006024096336510942,21.999999918056112,22.554132,0.5541325434917397,中比值 (过渡区),厚环流
33,0.02,1.2000004,0.01666666065092322,6.00000006321119,5.7233095,0.2766905463044518,高比值 (阻性主导),薄环流
34,0.02,19.199999,0.0010416667054175227,2.0000003047648285,1.8103687,0.1896316476527069,低比值 (容性主导),薄环流
35,0.12,6.2,0.019354838869367532,20.00000003883293,20.05688,0.056880912094804614,高比值 (阻性主导),厚环流
36,0.02,9.2,0.0021739130397208976,16.0000000751217,16.145288,0.1452883922855257,低比值 (容性主导),中等环流
37,0.12,19.8,0.006060606158363935,23.999999797279294,23.592136,0.4078634142226534,中比值 (过渡区),厚环流
38,0.04,15.4,0.002597402603517103,2.0000003047648285,2.2322168,0.23221653025714417,低比值 (容性主导),薄环流
39,0.06,19.0,0.0031578946660914525,16.0000000751217,16.099058,0.09905807612341633,低比值 (容性主导),中等环流
40,0.02,1.4000002,0.014285711766641614,18.000000159609748,18.66114,0.6611402822847836,高比值 (阻性主导),厚环流
41,0.02,16.199999,0.001234567960776636,21.999999918056112,22.188879,0.18887909500541156,低比值 (容性主导),厚环流
42,0.12,16.4,0.0073170731769338915,10.000000026922422,9.836649,0.16335108588238256,中比值 (过渡区),中等环流
43,-4.583865e-10,6.7999997,-6.740978156564928e-11,16.0000000751217,16.161211,0.16121093867224445,低比值 (容性主导),中等环流
44,0.08,12.6,0.006349206014562029,6.00000006321119,5.8961368,0.10386330249952014,中比值 (过渡区),薄环流
45,0.02,8.6,0.0023255812399419467,20.00000003883293,19.880718,0.11928180763175789,低比值 (容性主导),厚环流
46,-4.583865e-10,20.0,-2.2919324770240618e-11,23.999999797279294,23.065321,0.9346788286513643,低比值 (容性主导),厚环流
47,0.04,6.6,0.006060606011796084,12.000000008778036,12.274738,0.27473830298954205,中比值 (过渡区),中等环流
48,0.02,13.6,0.0014705881610668906,13.99999999063365,14.045175,0.04517460806019713,低比值 (容性主导),中等环流
49,0.08,3.8,0.021052631367019924,23.999999797279294,22.892178,1.1078222154921846,高比值 (阻性主导),厚环流
50,0.04,8.4,0.004761904871153687,6.00000006321119,6.121429,0.12142890331102674,中比值 (过渡区),薄环流
51,0.04,5.7999997,0.006896551908991915,6.00000006321119,6.252405,0.2524051034147865,中比值 (过渡区),薄环流
52,0.1,5.7999997,0.01724138041477125,18.000000159609748,18.05588,0.05587943328576017,高比值 (阻性主导),厚环流
53,-4.583865e-10,13.2,-3.472625015276606e-11,20.00000003883293,20.4106,0.41060062339851555,低比值 (容性主导),厚环流
54,0.12,6.4,0.01874999929857839,10.000000026922422,10.941149,0.9411487310121487,高比值 (阻性主导),中等环流
55,0.1,13.2,0.007575757797537991,4.000000183988009,4.159976,0.1599758215661904,中比值 (过渡区),薄环流
56,0.1,0.6000001,0.16666664569283463,13.99999999063365,14.351023,0.35102272970326354,高比值 (阻性主导),中等环流
57,0.08,17.6,0.004545454345077385,13.99999999063365,14.087695,0.08769513113148619,中比值 (过渡区),中等环流
58,0.02,16.800001,0.0011904760827013648,4.000000183988009,3.8638077,0.13619250576535258,低比值 (容性主导),薄环流
59,-4.583865e-10,3.6000001,-1.2732957696826666e-10,2.0000003047648285,2.2901573,0.2901570133504059,低比值 (容性主导),薄环流
60,0.12,10.2,0.011764705838231944,13.99999999063365,14.261416,0.2614164446080487,高比值 (阻性主导),中等环流
61,0.08,1.9999996,0.04000000623848881,6.00000006321119,6.754424,0.7544240319426185,高比值 (阻性主导),薄环流
62,0.04,8.6,0.004651162479883893,21.999999918056112,22.233734,0.23373421280326312,中比值 (过渡区),厚环流
63,-4.583865e-10,12.4,-3.696665399132455e-11,10.000000026922422,10.331751,0.33175084282855494,低比值 (容性主导),中等环流
64,0.12,9.2,0.013043478238325384,7.999999942434371,8.128299,0.12829881702607793,高比值 (阻性主导),薄环流
65,0.06,12.2,0.004918032753444079,12.000000008778036,12.141307,0.1413068683581944,中比值 (过渡区),中等环流
66,0.08,5.6,0.01428571420713693,10.000000026922422,10.257207,0.2572068898866604,高比值 (阻性主导),中等环流
67,-4.583865e-10,1.7999998,-2.546591875966165e-10,20.00000003883293,20.518122,0.5181216805274218,低比值 (容性主导),厚环流
68,0.06,5.7999997,0.010344827863487872,12.000000008778036,12.419494,0.4194936664538975,高比值 (阻性主导),中等环流
69,0.12,19.4,0.006185566993361442,23.999999797279294,23.626156,0.3738439440078096,中比值 (过渡区),厚环流
70,0.08,9.6,0.008333332815063868,12.000000008778036,12.213618,0.2136182697253819,中比值 (过渡区),中等环流
71,0.04,10.0,0.003999999910193033,4.000000183988009,4.107703,0.10770302493533102,中比值 (过渡区),薄环流
72,0.1,3.2,0.031249999990234374,21.999999918056112,21.985893,0.01410666854439313,高比值 (阻性主导),厚环流
73,0.04,13.0,0.0030769230079118,10.000000026922422,10.098505,0.09850499321917994,低比值 (容性主导),中等环流
74,0.08,7.8,0.010256409775044786,21.999999918056112,22.184877,0.18487747757377093,高比值 (阻性主导),厚环流
75,0.1,13.2,0.007575757797537991,16.0000000751217,16.485018,0.48501770136755695,中比值 (过渡区),中等环流
76,0.08,14.400001,0.00555555521023548,6.00000006321119,6.0444884,0.0444883668120033,中比值 (过渡区),薄环流
77,-4.583865e-10,6.6,-6.945250030027057e-11,20.00000003883293,20.578064,0.5780639260108202,低比值 (容性主导),厚环流
78,0.1,15.2,0.006578947548577094,13.99999999063365,14.081188,0.08118821127064635,中比值 (过渡区),中等环流
79,0.1,17.8,0.005617977852285117,13.99999999063365,14.056271,0.05627060873158385,中比值 (过渡区),中等环流
80,0.12,7.2,0.01666666673333871,23.999999797279294,23.007402,0.9925973772353487,高比值 (阻性主导),厚环流
81,0.12,7.8,0.01538461466256718,4.000000183988009,3.9029846,0.09701556484738383,高比值 (阻性主导),薄环流
82,0.08,18.2,0.004395604112850838,23.999999797279294,23.556452,0.44354799979394244,中比值 (过渡区),厚环流
83,0.12,12.8,0.009374999650021618,6.00000006321119,6.120685,0.12068503734422986,高比值 (阻性主导),薄环流
84,0.06,3.4000003,0.017647056691443466,7.999999942434371,8.547889,0.5478888133639686,高比值 (阻性主导),薄环流
85,0.08,18.2,0.004395604112850838,6.00000006321119,6.2558208,0.2558206879789955,中比值 (过渡区),薄环流
86,0.02,13.4,0.0014925373224500321,7.999999942434371,8.156906,0.1569061854953162,低比值 (容性主导),薄环流
87,0.08,4.7999997,0.016666667284076196,4.000000183988009,4.0305433,0.03054314334353414,高比值 (阻性主导),薄环流
88,-4.583865e-10,2.3999999,-1.9099438439945963e-10,18.000000159609748,18.333097,0.33309729827599455,低比值 (容性主导),厚环流
89,0.06,9.4,0.006382978839087841,18.000000159609748,18.245161,0.24516089690880705,中比值 (过渡区),厚环流
90,-4.583865e-10,11.8,-3.884631254063892e-11,18.000000159609748,18.158758,0.1587580038424008,低比值 (容性主导),厚环流
91,0.1,11.2,0.008928571712872986,21.999999918056112,22.179642,0.17964180557670062,高比值 (阻性主导),厚环流
92,0.12,7.4,0.016216215642577827,23.999999797279294,23.046467,0.9535329698867159,高比值 (阻性主导),厚环流
93,0.08,18.6,0.004301075084238153,7.999999942434371,7.883402,0.11659807170683223,中比值 (过渡区),薄环流
94,0.04,12.8,0.0031249998833405394,6.00000006321119,6.1340656,0.13406556484056775,低比值 (容性主导),薄环流
95,0.06,14.400001,0.00416666640767661,10.000000026922422,10.005456,0.005455943841738531,中比值 (过渡区),中等环流
96,0.06,0.6000001,0.099999983690411,12.000000008778036,11.361823,0.6381769268078212,高比值 (阻性主导),中等环流
97,0.04,3.0000002,0.013333331971227644,16.0000000751217,16.533861,0.5338610851566195,高比值 (阻性主导),中等环流
98,0.1,16.6,0.006024096336510942,16.0000000751217,16.1644,0.16440002558630695,中比值 (过渡区),中等环流
99,0.08,10.8,0.007407407110333562,7.999999942434371,8.268968,0.2689676860446326,中比值 (过渡区),薄环流
100,0.1,9.6,0.010416666406880892,10.000000026922422,10.3107815,0.3107814519594143,高比值 (阻性主导),中等环流
101,0.06,4.2,0.014285714611760382,4.000000183988009,4.181649,0.18164902408083883,高比值 (阻性主导),薄环流
102,0.1,14.2,0.007042253720160364,21.999999918056112,22.310804,0.3108044490093178,中比值 (过渡区),厚环流
103,0.02,15.8,0.0012658227411558743,16.0000000751217,16.183931,0.18393127558630695,低比值 (容性主导),中等环流
104,-4.583865e-10,16.6,-2.7613643666647527e-11,20.00000003883293,20.293224,0.2932242958838671,低比值 (容性主导),厚环流
105,0.02,14.400001,0.00138888880255887,13.99999999063365,14.061254,0.061253557034806505,低比值 (容性主导),中等环流
106,0.08,16.4,0.004878048784622594,23.999999797279294,23.86949,0.1305101274794893,中比值 (过渡区),厚环流
107,-4.583865e-10,10.0,-4.5838649538189306e-11,7.999999942434371,8.28391,0.28390985523408574,低比值 (容性主导),薄环流
108,0.1,17.6,0.0056818181430109485,13.99999999063365,14.059578,0.059577951260880724,中比值 (过渡区),中等环流
109,0.12,6.4,0.01874999929857839,13.99999999063365,14.567302,0.5673017595494549,高比值 (阻性主导),中等环流
110,-4.583865e-10,5.2,-8.815125233713413e-11,13.99999999063365,14.193419,0.19341946584828307,低比值 (容性主导),中等环流
111,0.08,0.7999999,0.10000001105087236,4.000000183988009,4.491376,0.49137573916872945,高比值 (阻性主导),薄环流
112,0.08,7.2,0.01111111115555914,21.999999918056112,22.187511,0.187511526035685,高比值 (阻性主导),厚环流
113,0.04,2.6000001,0.015384614188368846,2.0000003047648285,2.3904257,0.3904253773030426,高比值 (阻性主导),薄环流
114,0.06,8.8,0.0068181815172286804,23.999999797279294,23.334904,0.6650960802382784,中比值 (过渡区),厚环流
115,0.1,5.2,0.019230770219012247,4.000000183988009,4.1244574,0.12445717532595602,高比值 (阻性主导),薄环流
116,0.06,11.2,0.005357142828154665,10.000000026922422,10.0754385,0.07543847252826197,中比值 (过渡区),中等环流
117,0.12,12.0,0.009999999775649249,4.000000183988009,3.9594326,0.04056758205929789,高比值 (阻性主导),薄环流
118,0.04,16.0,0.0024999999439643955,21.999999918056112,22.200644,0.20064362137259906,低比值 (容性主导),厚环流
119,0.12,6.2,0.019354838869367532,2.0000003047648285,2.4793262,0.4793259434041168,高比值 (阻性主导),薄环流
120,0.02,18.8,0.0010638298065712268,7.999999942434371,7.822706,0.1772937199001916,低比值 (容性主导),薄环流
121,0.08,18.2,0.004395604112850838,16.0000000751217,16.117783,0.11778251765173664,中比值 (过渡区),中等环流
122,0.04,17.6,0.0022727271725386925,2.0000003047648285,2.2970953,0.29709499400226136,低比值 (容性主导),薄环流
123,0.06,3.2,0.018749999295648703,6.00000006321119,6.1197925,0.11979239818407361,高比值 (阻性主导),薄环流
124,0.04,8.6,0.004651162479883893,10.000000026922422,10.269215,0.2692146032045315,中比值 (过渡区),中等环流
125,0.1,12.2,0.0081967215610918,18.000000159609748,18.268156,0.26815589202599455,中比值 (过渡区),厚环流
126,0.02,20.0,0.000999999977598258,10.000000026922422,10.134479,0.1344785421083401,低比值 (容性主导),中等环流
127,0.1,10.6,0.009433962064331248,23.999999797279294,23.360134,0.6398656725234346,高比值 (阻性主导),厚环流
128,0.12,18.6,0.00645161262635723,21.999999918056112,22.477938,0.47793778030814593,中比值 (过渡区),厚环流
129,0.02,12.6,0.0015873015036405073,10.000000026922422,10.290953,0.29095265557269556,低比值 (容性主导),中等环流
130,-4.583865e-10,6.0,-7.639774922522232e-11,10.000000026922422,10.431988,0.43198773552875025,低比值 (容性主导),中等环流
131,0.02,16.6,0.0012048192224191738,2.0000003047648285,1.9887744,0.011225885933956903,低比值 (容性主导),薄环流
132,0.12,17.2,0.006976743720231465,6.00000006321119,5.8821163,0.11788374546216662,中比值 (过渡区),薄环流
133,-4.583865e-10,8.0,-5.729831192130417e-11,6.00000006321119,6.2316766,0.23167651531053846,低比值 (容性主导),薄环流
134,0.04,18.6,0.0021505375421190763,20.00000003883293,20.436977,0.4369773476416796,低比值 (容性主导),厚环流
135,0.06,0.9999997,0.06000001648029382,12.000000008778036,11.827726,0.1722736446422939,高比值 (阻性主导),中等环流
136,0.12,18.0,0.006666666517284685,23.999999797279294,23.624706,0.3752935289687471,中比值 (过渡区),厚环流
137,0.06,9.6,0.006249999611297901,21.999999918056112,22.084953,0.08495339004935687,中比值 (过渡区),厚环流
138,0.12,5.7999997,0.020689655726975745,21.999999918056112,21.81481,0.18519011886177594,高比值 (阻性主导),厚环流
139,-4.583865e-10,14.2,-3.228073954595165e-11,20.00000003883293,20.384996,0.38499637535164055,低比值 (容性主导),厚环流
140,0.1,6.0,0.016666666912241574,21.999999918056112,21.90443,0.095569528651815,高比值 (阻性主导),厚环流
141,0.04,8.0,0.004999999887616291,12.000000008778036,12.374588,0.3745880039172764,中比值 (过渡区),中等环流
142,0.06,17.2,0.0034883718601157326,7.999999942434371,8.005773,0.0057726482028357395,低比值 (容性主导),薄环流
143,0.02,6.6,0.003030303005898042,13.99999999063365,14.134597,0.13459683401234557,低比值 (容性主导),中等环流
144,0.06,18.0,0.0033333332586423423,12.000000008778036,12.116984,0.11698435859256939,低比值 (容性主导),中等环流
145,0.08,7.8,0.010256409775044786,4.000000183988009,3.8741102,0.12588996212521586,高比值 (阻性主导),薄环流
146,0.1,16.4,0.0060975612079300955,23.999999797279294,23.806885,0.193115031654294,中比值 (过渡区),厚环流
147,0.06,17.2,0.0034883718601157326,10.000000026922422,10.159976,0.1599759786317776,低比值 (容性主导),中等环流
148,0.08,7.4,0.010810810428385218,13.99999999063365,14.341028,0.34102822286732604,高比值 (阻性主导),中等环流
149,0.02,16.800001,0.0011904760827013648,6.00000006321119,6.0470476,0.04704755184007947,低比值 (容性主导),薄环流
150,0.1,13.0,0.007692307806340293,20.00000003883293,20.164167,0.16416736534187493,中比值 (过渡区),厚环流
151,0.08,1.6,0.04999999810610488,4.000000183988009,4.57168,0.5716798849817177,高比值 (阻性主导),薄环流
152,-4.583865e-10,17.6,-2.6044686674228835e-11,10.000000026922422,10.373796,0.3737964360902737,低比值 (容性主导),中等环流
153,0.08,6.4,0.012499999532385595,21.999999918056112,22.176105,0.17610558121146624,高比值 (阻性主导),厚环流
154,0.12,7.0,0.017142856757235446,20.00000003883293,20.125553,0.12555309227058586,高比值 (阻性主导),厚环流
155,0.06,16.800001,0.0035714282481040947,4.000000183988009,4.3542967,0.3542965002771279,低比值 (容性主导),薄环流
156,0.08,13.6,0.0058823526442675625,21.999999918056112,22.244894,0.24489410965384906,中比值 (过渡区),厚环流
157,0.04,19.4,0.002061855664453814,20.00000003883293,20.502117,0.5021171181494921,低比值 (容性主导),厚环流
158,0.1,11.6,0.008620689499393394,7.999999942434371,8.297123,0.29712301288789433,中比值 (过渡区),薄环流
159,-4.583865e-10,19.199999,-2.3874298058636627e-11,23.999999797279294,22.969112,1.0308874010390596,低比值 (容性主导),厚环流
160,0.06,11.8,0.0050847455664383475,2.0000003047648285,2.318202,0.3182017139729645,中比值 (过渡区),薄环流
161,0.12,17.2,0.006976743720231465,2.0000003047648285,2.4602728,0.46027248423663636,中比值 (过渡区),薄环流
162,0.04,3.8,0.010526315683509962,7.999999942434371,7.977001,0.022998752248824417,高比值 (阻性主导),薄环流
163,0.02,18.8,0.0010638298065712268,12.000000008778036,12.169003,0.1690025241809483,低比值 (容性主导),中等环流
164,0.08,19.0,0.00421052622145527,10.000000026922422,10.258011,0.2580108373353909,中比值 (过渡区),中等环流
165,-4.583865e-10,3.8,-1.20628026594499e-10,12.000000008778036,12.373128,0.37312792853885846,低比值 (容性主导),中等环流
166,-4.583865e-10,10.8,-4.2443193267582575e-11,21.999999918056112,22.382519,0.382518850254435,低比值 (容性主导),厚环流
167,0.12,6.7999997,0.017647059168971774,4.000000183988009,3.8726492,0.12735099117795023,高比值 (阻性主导),薄环流
168,0.04,2.3999999,0.016666667280603974,21.999999918056112,22.47612,0.4761200770610756,高比值 (阻性主导),厚环流
169,0.06,3.0000002,0.019999997956841466,16.0000000751217,16.583965,0.583965226391971,高比值 (阻性主导),中等环流
170,0.1,2.3999999,0.04166666975371432,6.00000006321119,6.7118783,0.7118782365019447,高比值 (阻性主导),薄环流
171,-4.583865e-10,8.6,-5.330075291183806e-11,23.999999797279294,23.287245,0.7127550005263643,低比值 (容性主导),厚环流
172,0.02,15.0,0.001333333303442122,23.999999797279294,23.230968,0.7690313219374971,低比值 (容性主导),厚环流
173,0.06,18.2,0.0032967030846381288,20.00000003883293,20.322683,0.3226832955176562,低比值 (容性主导),厚环流
174,0.08,12.6,0.006349206014562029,18.000000159609748,18.153116,0.15311606658654142,中比值 (过渡区),厚环流
175,0.08,13.4,0.0059701492898001285,21.999999918056112,22.233673,0.23367317764701312,中比值 (过渡区),厚环流
176,0.04,17.8,0.0022471910571996547,12.000000008778036,12.151677,0.15167712287479596,低比值 (容性主导),中等环流
177,0.02,3.8,0.005263157841754981,23.999999797279294,23.320038,0.679961955482419,中比值 (过渡区),厚环流
178,0.02,11.6,0.0017241378356495378,23.999999797279294,23.215065,0.7849347948378878,低比值 (容性主导),厚环流
179,-4.583865e-10,15.4,-2.976535758133436e-11,13.99999999063365,14.072747,0.07274723989613463,低比值 (容性主导),中等环流
180,0.02,11.6,0.0017241378356495378,16.0000000751217,16.0571,0.05710022089880695,低比值 (容性主导),中等环流
181,0.08,18.8,0.004255319226284907,18.000000159609748,17.951904,0.04809586273474764,中比值 (过渡区),厚环流
182,0.04,3.0000002,0.013333331971227644,6.00000006321119,5.4554257,0.54457432392286,高比值 (阻性主导),薄环流
183,0.04,15.6,0.002564102443925562,4.000000183988009,4.335597,0.33559685428103414,低比值 (容性主导),薄环流
184,0.02,11.6,0.0017241378356495378,18.000000159609748,18.012508,0.012508232724236734,低比值 (容性主导),厚环流
185,-4.583865e-10,16.0,-2.864915596244266e-11,18.000000159609748,18.145567,0.14556678069786955,低比值 (容性主导),厚环流
186,-4.583865e-10,6.7999997,-6.740978156564928e-11,6.00000006321119,6.224228,0.22422784206224744,低比值 (容性主导),薄环流
187,0.04,7.4,0.005405405214192609,2.0000003047648285,2.2266998,0.22669952433673402,中比值 (过渡区),薄环流
188,0.1,17.2,0.005813953316779523,20.00000003883293,20.203493,0.20349307945320305,中比值 (过渡区),厚环流
189,0.08,19.4,0.004123711328907628,7.999999942434371,7.779276,0.22072404826933223,中比值 (过渡区),薄环流
190,0.1,4.2,0.02380952523990789,2.0000003047648285,2.4960785,0.496078186446109,高比值 (阻性主导),薄环流
191,0.1,20.0,0.005000000074255806,10.000000026922422,9.809926,0.1900739939024021,中比值 (过渡区),中等环流
192,0.12,10.4,0.01153846170267561,12.000000008778036,12.55644,0.5564403446155186,高比值 (阻性主导),中等环流
193,0.02,10.6,0.0018867923425777559,16.0000000751217,16.079618,0.07961837885779133,低比值 (容性主导),中等环流
194,0.06,15.0,0.003999999910326366,20.00000003883293,20.077177,0.07717700889656243,中比值 (过渡区),厚环流
195,0.02,10.0,0.0019999999550965163,4.000000183988009,4.158167,0.15816670138796773,低比值 (容性主导),薄环流
196,0.06,19.0,0.0031578946660914525,13.99999999063365,14.289072,0.28907204610951354,低比值 (容性主导),中等环流
197,-4.583865e-10,13.4,-3.4207948391255256e-11,18.000000159609748,18.160969,0.16096862090783048,低比值 (容性主导),厚环流
198,0.1,17.2,0.005813953316779523,6.00000006321119,6.165141,0.1651410424406654,中比值 (过渡区),薄环流
199,0.04,19.8,0.0020202020527879784,4.000000183988009,4.0935984,0.09359818179568258,低比值 (容性主导),薄环流
200,0.06,14.0,0.004285714189614984,6.00000006321119,6.227915,0.227914746969474,中比值 (过渡区),薄环流
201,0.06,7.0,0.008571428378617723,10.000000026922422,9.904473,0.09552672217388647,中比值 (过渡区),中等环流
202,0.12,1.2000004,0.09999996390553934,21.999999918056112,21.849703,0.15029708297310407,高比值 (阻性主导),厚环流
203,0.1,6.2,0.016129032991992902,4.000000183988009,3.8893166,0.1106836251501182,高比值 (阻性主导),薄环流
204,0.02,14.8,0.00135135130363946,21.999999918056112,22.08896,0.08896072952689593,低比值 (容性主导),厚环流
205,-4.583865e-10,18.8,-2.438226138327333e-11,2.0000003047648285,2.3593912,0.3593909076985504,低比值 (容性主导),薄环流
206,0.12,19.0,0.006315789332182905,13.99999999063365,13.956161,0.04383944528452943,中比值 (过渡区),中等环流
207,-4.583865e-10,1.7999998,-2.546591875966165e-10,2.0000003047648285,2.2870588,0.287058525496402,低比值 (容性主导),薄环流
208,0.1,5.3999996,0.018518520099231925,10.000000026922422,10.590523,0.5905227391908596,高比值 (阻性主导),中等环流
209,0.04,12.6,0.0031746030072810146,10.000000026922422,10.088807,0.08880707909564478,低比值 (容性主导),中等环流
210,0.1,9.4,0.010638298461453897,20.00000003883293,20.254633,0.2546329109961718,高比值 (阻性主导),厚环流
211,0.06,12.0,0.004999999887824624,16.0000000751217,16.400953,0.4009532177249788,中比值 (过渡区),中等环流
212,0.02,4.2,0.004761904870586794,12.000000008778036,12.13494,0.13494013862186627,中比值 (过渡区),中等环流
213,0.12,13.4,0.008955223934700192,10.000000026922422,9.960492,0.039507892828183344,高比值 (阻性主导),中等环流
214,0.02,14.6,0.0013698629471941134,21.999999918056112,22.070086,0.07008560745658343,低比值 (容性主导),厚环流
215,-4.583865e-10,12.8,-3.581144441886166e-11,6.00000006321119,6.2526793,0.2526792847807533,低比值 (容性主导),薄环流
216,-4.583865e-10,10.8,-4.2443193267582575e-11,7.999999942434371,8.273842,0.27384191547578496,低比值 (容性主导),薄环流
217,0.06,17.2,0.0034883718601157326,2.0000003047648285,2.3153744,0.31537406962481995,低比值 (容性主导),薄环流
218,0.02,10.6,0.0018867923425777559,21.999999918056112,21.963587,0.03641311080513532,低比值 (容性主导),厚环流
219,0.1,19.0,0.005263157972886998,16.0000000751217,15.857865,0.14213474156457195,中比值 (过渡区),中等环流
220,0.04,6.4,0.006249999766192798,16.0000000751217,16.225,0.2250003063480257,中比值 (过渡区),中等环流
221,0.06,8.2,0.007317073176487728,13.99999999063365,14.201459,0.20145894033558776,中比值 (过渡区),中等环流
222,0.02,4.6,0.004347826078969205,4.000000183988009,4.1471796,0.14717941958865133,中比值 (过渡区),薄环流
223,0.02,0.40000024,0.04999996821005196,12.000000008778036,11.110985,0.8890152065319423,高比值 (阻性主导),中等环流
224,0.1,11.0,0.009090909225547747,2.0000003047648285,2.2546968,0.2546965412434723,高比值 (阻性主导),薄环流
225,0.12,10.2,0.011764705838231944,7.999999942434371,8.13625,0.13624959980195683,高比值 (阻性主导),薄环流
226,0.04,7.8,0.005128204887522393,18.000000159609748,18.390562,0.39056189788536955,中比值 (过渡区),厚环流
227,0.1,6.7999997,0.014705883188646641,10.000000026922422,10.280757,0.28075692345599634,高比值 (阻性主导),中等环流
228,0.08,18.6,0.004301075084238153,13.99999999063365,13.994922,0.0050783063685138075,中比值 (过渡区),中等环流
229,-4.583865e-10,18.4,-2.491231004924519e-11,6.00000006321119,6.2462587,0.24625867244554822,低比值 (容性主导),薄环流
230,0.1,9.6,0.010416666406880892,18.000000159609748,18.111649,0.11164839996056486,高比值 (阻性主导),厚环流
231,0.06,7.2,0.008333333366669355,21.999999918056112,22.024317,0.024316869663614682,中比值 (过渡区),厚环流
232,0.06,19.8,0.0030303030791819677,18.000000159609748,18.05861,0.05861075652794767,低比值 (容性主导),厚环流
233,0.04,19.0,0.002105263110727635,7.999999942434371,7.990757,0.009242953908980667,低比值 (容性主导),薄环流
234,0.1,1.6,0.0624999999609375,6.00000006321119,6.699746,0.6997460686857826,高比值 (阻性主导),薄环流
235,0.1,13.8,0.007246376818893699,21.999999918056112,22.27089,0.2708893641704506,中比值 (过渡区),厚环流
236,0.06,5.3999996,0.01111111164561798,21.999999918056112,22.217442,0.21744164078177874,高比值 (阻性主导),厚环流
237,0.04,9.2,0.004347826079441795,10.000000026922422,10.162282,0.1622819631288479,中比值 (过渡区),中等环流
